InvoiceNo,ExtractedText
50,"['CHENNAI-600 001.Ph:044-25242393 Fax:044-43517120', 'Karakambadi, tirupati, A.P - 517520 F.NO. 032/2017-18', 'GSTIN NO 37 AABCA9264E1ZO / State Code : 37 No.Of cont |03x40""(BONDING)', 'BE NO:- 2711353 / 03.08.17 P.O.NO: 1E+09', 'Ass.Value 3007633 Gr.Wt 15840 Kgs', 'PKg/PLT 576 cartons (72 pallets) Cleared on 08.08.17|', '2 ROAD Trans Insurance Charges (Rs.1842.00) 1,842.00', '4 Documentation Charges 996713 300.00', '5 Customs Permission for Bonding (750x03) 996713 2250.00', '6 Assessement & PO Clearance (950x03) 996713 2850.00', '7 Service Charges (1500x003) | 996713 4500.00']"
51,"['CHENNAI-600 001.Ph:044-25242393 Fax:044-43517120', 'Karakambadi, tirupati, A.P - 517520 F.NO 032/2017-18', 'Bk NO:- 2711353 / 03.08.17 P.O.NO 1E+09', 'Ass Value 3007633 Gr. Wt 15840 Kgs', 'PKp/PLT 576 cartons (72 pallets) Cleared on |08.08.1 7|', '2 ROAD Trans Insurance Charges (Rs.1842.00) 1,842.00', '4 Documentation Charges 996713 | 300.00', '4 Documentation Charges 996713 | 300.00', '5 Customs Permission for Bonding (750x03) 996713! 2250.00', '6 Assessement & PO Clearance (950x03} 99671 | 2850.00', '6 Assessement & PO Clearance (950x03} 99671 | 2850.00', '7 Service Charges (1500x03} | 996713 4500.00', '7 Service Charges (1500x03} | 996713 4500.00']"
52,"['t INR 10,40,400.00 1 10,40,400.00 Invoice vaiue 0%', 'Institute Chemical, Biciogical, Bic-Chemical, Electromagnetic Weapons and Cyber | Termination of Transit Clause (Terrorism) (2009 JC2009-056)', 'a a 281.00 a. cs 7,842.00 —]', '| : 1800 2 700 700 Fax:+91 22 6 638 3699 Email : care@hdfcergo.com 1800 2 700 700 Fax:+91 22 6638 3699 Email : care@hdfcergo.com', '| : 1800 2 700 700 Fax:+91 22 6 638 3699 Email : care@hdfcergo.com 1800 2 700 700 Fax:+91 22 6638 3699 Email : care@hdfcergo.com', '| : 1800 2 700 700 Fax:+91 22 6 638 3699 Email : care@hdfcergo.com 1800 2 700 700 Fax:+91 22 6638 3699 Email : care@hdfcergo.com', '| : 1800 2 700 700 Fax:+91 22 6 638 3699 Email : care@hdfcergo.com 1800 2 700 700 Fax:+91 22 6638 3699 Email : care@hdfcergo.com', 'Invoice No. 201863354400000 _HSN Code 9971 ah', 'No 2004/4125/CR 690/M-1. dated 31/12/2004.Goods and Services Tax for this invoice is nut payable under reverse charge basis.', 'No 2004/4125/CR 690/M-1. dated 31/12/2004.Goods and Services Tax for this invoice is nut payable under reverse charge basis.', 'aa Issuing Office : NEW NO 528 OLD NO 559, 2ND FLOOR ANNA SALAI, TEYNAMPET, CHENNAI CHENNAI, 600018. |', 'Agent Code :200226989541 Tel No. : 91-9790976 131', 'Road, Andheri (E), Mumbai - 400 0£9, Toll Free : 1800-2-700-700 (Accessible from India only) | Fax : 91 22 6638 3699 | care@hdfcergo.com | www.hdfcergo.com', 'Road, Andheri (E), Mumbai - 400 0£9, Toll Free : 1800-2-700-700 (Accessible from India only) | Fax : 91 22 6638 3699 | care@hdfcergo.com | www.hdfcergo.com']"
53,"['Floor,Leela Business Park,Andheri Kurla Road,Andheri(E),Mumbai-400 059.Toll Free:1800-2-700-700(Accessible from India only) FAX:91 22 6638 3699']"
54,"['INVOICE NO. HUL 46623 Date: 08 08.2617', 'BOND BE NO: 2711352 DTD 03.08.2017', 'BOND NO: 2001265849 DTD 04.08.2017', '2 IGST 18% = Rs. 1539.09']"
55,"['INR 10,40,400.00 i Invoice valve 0%', 'AI OO FRO} 226638 800m cay —— STOO TH FY 2680 2609 esa MAL 4', 'Policy Nain Office : NEW NO 528 OLD No 559, 2ND FLOOR ANNA SALAI, TEYNAMPET, CHENNAI CHENNAI, 600018 | |', 'Agent Code :20022698954 | Tel No. : 91-9790976 13]', 'Regisiered & Corporate Office: 1s) Floor, 165-166 Backbay Reclamation, H. 7. Pareth Marg, Churchgate, Mumbai 400020. Cusowe:SowioeAdtess 6h Roar Lane Business Park, Andhed Kade”', 'Regisiered & Corporate Office: 1s) Floor, 165-166 Backbay Reclamation, H. 7. Pareth Marg, Churchgate, Mumbai 400020. Cusowe:SowioeAdtess 6h Roar Lane Business Park, Andhed Kade”']"
56,"['Registered g Corporate office: 15t Floor.165-166 Bact, bay Reclamation,H.1-Parekh Marg, Churchgate turrtuas ny Service Address 5""', 'Floor,Leela Business Park Andheri Karta Road Andheri(E), Mumbai-aoo 059.Tolt *re€:1800-2-700-700(Accessiii i FAXS1 22 6638 3699', 'Floor,Leela Business Park Andheri Karta Road Andheri(E), Mumbai-aoo 059.Tolt *re€:1800-2-700-700(Accessiii i FAXS1 22 6638 3699']"
57,['TEL:0086-4 17-3939977 FAX:0086-417-384 1543 Bill of Laing:BJSS-1 0657']
58,"['RENIGUNTA KADAPA ROAD Maa 90208 1 IRR0S TO ROAD 6! 90 946782', 'FCL FREIGHT OCEAN 996521 USD 1,200 00 / 65.70 78,838.45', 'DELIVERY ORDER FEE 996799 INR 2,000.00 1.00 2,000.00', 'COLLECT CHARGES FEE 996799 INR 1,576.80 1.00 1,576.80', 'Please be advised that sum of INR. 5,000 and above will be accepted by 3 demand draft or bankers cheque onty Further if (‘= "" 10} aim ) PAGE 1 OF 1']"
59,"['384 13,017.600 KG 119.860.6000 KG 119 860 CBM', '384 13,017.600 KG 119.860.6000 KG 119 860 CBM', 'FCL FREIGHT OCEAN 996521 USD 1,200 00 65.70 78,838.45', 'DELIVERY ORDER FEE 996799 INR 2,000 00 1.00 2,000.00', 'COLLECT CHARGES FEE 996739 INR 1,576.80 1.00 1,576.80']"
60,"['(1) SHIPPER’ EXPORTER (4) DOCUMENT NUMBER WL NUMBER', '{10) PLACE OF RECEIPT (Comtined Transport onty) | (11) PORT OF LOADING {14} POINT (STATE) OF ORIGIN OR FTZ NUMBER', '{72} PORT OF DISCHARGE (13) PLACE OF DELIVERY (Combined Transport onty} (15) TYPE OF MOVE', 'MSKU68574398 192 CARTON(S) 40H! CUBE CNTR{S) 6508.800 KGS 59.930 CBM', 'MSKU68574398 192 CARTON(S) 40H! CUBE CNTR{S) 6508.800 KGS 59.930 CBM', 'TRLU6877078 192 CARTON(S) 40H! CUBE CNTR({S) 6508 800 KGS 59.330 CBM', 'TRLU6877078 192 CARTON(S) 40H! CUBE CNTR({S) 6508 800 KGS 59.330 CBM', 'TRLU6877078 192 CARTON(S) 40H! CUBE CNTR({S) 6508 800 KGS 59.330 CBM', 'TRLU6877078 192 CARTON(S) 40H! CUBE CNTR({S) 6508 800 KGS 59.330 CBM', 'TOTALS 2 x 40HC 13017.600 KGS 119 860 CBM', 'CHENNAI : Se Nese simect Pre tot murnter 9 qaatty of Cre. oF oer pockages 9 eens chat nthe bor ertified “Nurtr', '| cal {see claws 19) Where the tl of ting 6 ne the the Carrier mary Gare Getery Of Der Gauedts fb Pre marred', 'SHANGHAI 12 Feb 2018', 'Gee: Ee pau de aeeces Oe ; oo ae ies 6 LF elas ; wih Laan Ae oe say oes eRe']"
61,"['* Rates per 100 units offoreigncurrency | ||', 'GBP | | C5033] 5302] Ss 049] =~ 0.7119] 0.9286']"
62,"['9/F, Bulkin Centre, 332-334 Portland Street, Mongkok, Kowloon, HongKong', 'VEL: 4852-2787 3393 FAN: +852-2390 S800', 'Tek: +91(0877)2265000 cS Tracking No.: 1S-)908', '/MSKU8574398 | CN9162649 |126-001-00051_185°2.22 [BI8O1042011-1_ 34525 | 10713.6 | 0.8999 | 2.90 |  31069.44 |', '/MSKU8574398 | CN9162649 |126-001-00051_185°2.22 [BI8O1042011-1_ 34525 | 10713.6 | 0.8999 | 2.90 |  31069.44 |', 'Total (kg): 10713.60 USD 31069.44']"
63,"['9/F, Bulkin Centre, 332-334 Portland Street, Mongkok, Kowloon, HongKong', 'TEL: +852-2787 3393 FAX: +852-2390 S800', '9 DF 64 HMM ree Quan if Sf', '| MSKU8S74398] CN9162649 [126-001-0051 185°2.22 |BISO1042011-1_ 34525 | 10713.6 | 0.8999 | 290 | 3106944 |', '| MSKU8S74398] CN9162649 [126-001-0051 185°2.22 |BISO1042011-1_ 34525 | 10713.6 | 0.8999 | 290 | 3106944 |', '| MSKU8S74398] CN9162649 [126-001-0051 185°2.22 |BISO1042011-1_ 34525 | 10713.6 | 0.8999 | 290 | 3106944 |', '| MSKU8S74398] CN9162649 [126-001-0051 185°2.22 |BISO1042011-1_ 34525 | 10713.6 | 0.8999 | 290 | 3106944 |']"
64,[]
65,"[""| ' « | geCURITY <— rn pAy/ oF""]"
66,"['| MAWB No : 15732440870 HAWB No : 33068344', 'Date : 26/09/2017 Date : 26/09/2017', 'Discount Rate: 0.00 Discount Amount: 0.00', ""| EDD : 0.00 XBE Duty FG Int.: 0.00 '"", 'NOS 4272610.32 NOEXCISE 0.00 & 0.00', 'Rs. 4272610.32 Page Total Rs. 1759631.80', 'Rs. 4272610.32 BE Gross Total Rs. 1759631.80', 'BCD Rs. 427261.00 NCD Duty Rs. 0.00', 'ANTID Rs. 0.00 SAFEGUARD Duty Rs. 0.00', 'CVD Rs. 0.00 Sch 2 Spl Excise Duty Rs. 0.00', 'CVD Rs. 0.00 Sch 2 Spl Excise Duty Rs. 0.00', '| CESS Rs. 0.00 GSIA Rs. 0.00', 'Edu. Cess CVD Rs. 0.00 Customs Edu. Cess Rs. 8545.20', 'Health CVD Rs. 0.00 Addl Duty - (Imports) Rs. 0.00', '37AABCA9264E1Z0 G 37 ANDHRA PRADE 4712689 1319553 0', '37AABCA9264E1Z0 G 37 ANDHRA PRADE 4712689 1319553 0']"
67,"['a UN2800 12 Absorptive Glass-Fiber 37,293 792 81.80 | $64,785.60']"
68,[]
69,"['MAWB No : 15732435196 HAWB No : 33068271', 'Date : 22/09/2017 Date : 22/09/2017', 'Discount Rate: 0.00 Discount Amount: 0.00', 'EDD : 0.00 XBE Duty FG Int.: 0.00', 'NOS 4236978.24 NOEXCISE 0.00 % 0.00', '| BCD Rs. 423697.80 NCD Duty Rs. 0.00', 'ANTID Rs. 0.00 SAFEGUARD Duty Rs. 0.00', 'CVD Rs. 0.00 Sch 2 Spl Excise Duty Rs. 0.00', 'CVD Rs. 0.00 Sch 2 Spl Excise Duty Rs. 0.00', 'CESS Rs. 0.00 GSIA Rs. 0.00', 'Edu. Cess CVD Rs. 0.00 Customs Edu. Cess Rs. 8474.00', 'Health CVD Rs. 0.00 Addl Duty - (Imports) Rs. 0.00 |', '| 37AABCA9264E1Z0 G 37 ANDHRA PRADE 4673387 1308548 0', '| 37AABCA9264E1Z0 G 37 ANDHRA PRADE 4673387 1308548 0']"
70,"['UN2800 6 Absorptive Glass-Fiber 18,641 396 81.80 | $32,392.80']"
71,[]
72,"['Importer Details :0988006723 PAN : AABCA9264EFTOO1 AD Code : 0180034', 'MAWB No : 15732426391 HAWB No : 33068247', 'Date : 22/09/2017 Date : 22/09/2017', 'No. Of Pkgs. : 6 PKG Gross Wt. : 8517.000 KGS', 'Freight : 0.00 IAL ROAD HOLLAND,OH 43528', 'Discount Rate: 0.00 Discount Amount: 0.00', 'EDD : 0.00 XBE Duty FG Int.: 0.00', 'NOS 2118489.12 NOEXCISE 0.00 % 0.00', 'Rs. 2118489.12 Page Total Rs. 872478.60', 'Rs. 2118489.12 BE Gross Total Rs. 872478.60', 'BCD Rs. 211848.90 NCD Duty Rs. 0.00', 'ANTID Rs. 0.00 SAFEGUARD Duty Rs. 0.00', 'CVD Rs. 0.00 Sch 2 Spl Excise Duty Rs. 0.00', 'CVD Rs. 0.00 Sch 2 Spl Excise Duty Rs. 0.00', 'CESS Rs. 0.00 GSIA Rs. 0.00', 'Edu. Cess CVD Rs. 0.00 Customs Edu. Cess Rs. 4237.00', 'Health CVD Rs. 0.00 Addl Duty - (Imports) Rs. 0.00', '37AABCA9264E1Z0 G 37 ANDHRA PRADE 2336694 654274 0', '37AABCA9264E1Z0 G 37 ANDHRA PRADE 2336694 654274 0']"
73,"['Automotive Battery Division Unit - 56569428/19.01.2018 Tae 4', '517416 CHITTOOR, ANDHRA PRADESH 1200008803/02.01.2018', '960 PC 46,86 EUR 1 PC 44.985,60', '960 PC 46,86 EUR 1 PC 44.985,60', '960 PC 46,86 EUR 1 PC 44.985,60', '10 PC other products > 20036 Madad', 'Johnson Controls Autobaterias, S.A. Teléfono: 91 426 36 40 R.M, Madrid 7.1995, F.178, H.M-35.643', 'Johnson Controls Autobaterias, S.A. Teléfono: 91 426 36 40 R.M, Madrid 7.1995, F.178, H.M-35.643', 'Passo de La Habana 34,1° Fax Administracién: 91 426 35 72 Sociedad Unipersonal ,']"
74,[]
75,"['517416 CHITTOOR, ANDHRA PRADESH 09001 Burgos', '<r eenaenescumetseermesnnepnensaifheiepncemnepayneetsisheenpietennniesyiiernnsiomeeeiesnseememem mene eli ic A cl', '000010 616186 560133060 E562 FORD OEM EFB V02 96 PC', '000010 616186 560133060 E562 FORD OEM EFB V02 96 PC', '000010 616186 560133060 E562 FORD OEM EFB V02 96 PC', '000010 616186 560133060 E562 FORD OEM EFB V02 96 PC', '000010 616186 560133060 E562 FORD OEM EFB V02 96 PC']"
76,"['000010 616186 560133060 E562 FORD OEM EFB V02 96 PC', '000010 616186 560133060 E562 FORD OEM EFB V02 96 PC', '000010 616186 560133060 E562 FORD OEM EFB V02 96 PC', '000010 616186 560133060 E562 FORD OEM EFB V02 96 PC', '000010 616186 560133060 E562 FORD OEM EFB V02 96 PC', '960 PC 18,067.200 KG']"
77,"['BE WNo/Ot -/ec/ Typ . 5302253 /21022018 4MfH COS Mo. /or/OfEienr:2027161910/22-02-2218, 532750 i', '| IGM No :2267853/19/G2/2018 21/02/2018 Fort OF Loading -Valencia .', 'Insurance : 2399.60 INR SFRIN 6', 'SVB LoadiOty) : HSS Load Rate. 0.00% rmount: 0.00', 'Exim Wotn ; 024/2015 1 BcD.0 cvo:. 2 3', 'Exim Wotn ; 024/2015 1 BcD.0 cvo:. 2 3', 'BCD Fg 426076.15 CVD Fg 1.9 %', 'Pcs 3782509.88 NOEXCISE G.06 % » G.00', 'Rs. 3782509_96 Fage Total Rs. 117560418', 'Rs. 3782509.69 © BE Gress Total Rs. 1175604.16 :', 'BCD Rs. &.00 NCO Cuty Rs. 0.00', 'cvb Rs. 0.a0 $ch 2 Spl Excise Cuty Rs. 0.900', 'Health cvo Rs. 6.09 Addl Outy - (Imports; Rs. 0.90']"
78,"['SVB LoadiDty).: HSE Load Rate. 0-008 Rmsuntc- o.co 9', 'Discount Rate. 0.96 Gisesunt ameurt. 4.68', '966.00 46.8€0606 659372006 O57;20173 if 20.00 % 8.66', 'Exim Notn 2 0247/2015 1 BcoO.0 cyvG: a 0', 'BCG fg 4£6076.10 cvp Fs 6.00', 'Pcs 3782509.88 NOEXCISE 0.00 & 0.02', 'Rs. 7564019.74 BE Gross Iotal Rs. 2341268 .20 ‘', 'BCD Rs. 6.00 NCD Cuty Rs. 0.c6', 'cvo Rs. 0.09 Sch 2 Spl Excise Guty Rs. 0.668', 'cvo Rs. 0.09 Sch 2 Spl Excise Guty Rs. 0.668']"
79,"['"" 5, SA. a GB eae ee', 'Paoo dots Hans 941, F: 26030 Mai LORE ee |', '517416 CHITTOOR, ANDHRA PRADESH 1200008803/02.01.2018', '960 PC 46,86 EUR 1 PC 44.985,60', '960 PC 46,86 EUR 1 PC 44.985,60', '960 PC 46,86 EUR 1 PC 44.985,60', 'Total: 960 PC Automotive . 28036 Madrid', 'Johnson Controls Autobaterlas, S.A. Telétono: $1 426 35 40 ALM. Madrid 7.1995, F.178, H.M-35.643', 'Johnson Controls Autobaterlas, S.A. Telétono: $1 426 35 40 ALM. Madrid 7.1995, F.178, H.M-35.643', 'Paseo de Le Habana 34,1° Fax Administracién: 91 426 36 72 Sociedad Unipersonal']"
80,[]
81,"['517416 CHITTOOR, ANDHRA PRADESH 09001 Burgos', '<r eenaenescumetseermesnnepnensaifheiepncemnepayneetsisheenpietennniesyiiernnsiomeeeiesnseememem mene eli ic A cl', '000010 616186 560133060 E562 FORD OEM EFB V02 96 PC', '000010 616186 560133060 E562 FORD OEM EFB V02 96 PC', '000010 616186 560133060 E562 FORD OEM EFB V02 96 PC', '000010 616186 560133060 E562 FORD OEM EFB V02 96 PC', '000010 616186 560133060 E562 FORD OEM EFB V02 96 PC']"
82,"['000010 616186 560133060 E562 FORD OEM EFB V02 96 PC', '000010 616186 560133060 E562 FORD OEM EFB V02 96 PC', '000010 616186 560133060 E562 FORD OEM EFB V02 96 PC', '000010 616186 560133060 E562 FORD OEM EFB V02 96 PC', '000010 616186 560133060 E562 FORD OEM EFB V02 96 PC', '960 PC 18,067.200 KG']"
83,"['BE WNo/Ot -/ec/ Typ . 5302253 /21022018 4MfH COS Mo. /or/OfEienr:2027161910/22-02-2218, 532750 i', '| IGM No :2267853/19/G2/2018 21/02/2018 Fort OF Loading -Valencia .', 'Insurance : 2399.60 INR SFRIN 6', 'SVB LoadiOty) : HSS Load Rate. 0.00% rmount: 0.00', 'Exim Wotn ; 024/2015 1 BcD.0 cvo:. 2 3', 'Exim Wotn ; 024/2015 1 BcD.0 cvo:. 2 3', 'BCD Fg 426076.15 CVD Fg 1.9 %', 'Pcs 3782509.88 NOEXCISE G.06 % » G.00', 'Rs. 3782509_96 Fage Total Rs. 117560418', 'Rs. 3782509.69 © BE Gress Total Rs. 1175604.16 :', 'BCD Rs. &.00 NCO Cuty Rs. 0.00', 'cvb Rs. 0.a0 $ch 2 Spl Excise Cuty Rs. 0.900', 'Health cvo Rs. 6.09 Addl Outy - (Imports; Rs. 0.90']"
84,"['SVB LoadiDty).: HSE Load Rate. 0-008 Rmsuntc- o.co 9', 'Discount Rate. 0.96 Gisesunt ameurt. 4.68', '966.00 46.8€0606 659372006 O57;20173 if 20.00 % 8.66', 'Exim Notn 2 0247/2015 1 BcoO.0 cyvG: a 0', 'BCG fg 4£6076.10 cvp Fs 6.00', 'Pcs 3782509.88 NOEXCISE 0.00 & 0.02', 'Rs. 7564019.74 BE Gross Iotal Rs. 2341268 .20 ‘', 'BCD Rs. 6.00 NCD Cuty Rs. 0.c6', 'cvo Rs. 0.09 Sch 2 Spl Excise Guty Rs. 0.668', 'cvo Rs. 0.09 Sch 2 Spl Excise Guty Rs. 0.668']"
85,['S.No 3 pate 01/044 1g']
86,[]
87,"['KARNATAKA OU 02 04 | Survey no. 153/1, Renigunta, |', '1. On 5th March 2018 - Kolkatta |', '2. On 14th March 2018 — Gazhiabad |', '_ | 3. On 19th March 2018 - Guwhati | |', '|| Rs.35000 Per Day for 3 Days']"
88,"[': y “Gg - oo S6 #10; ‘eunsenenss corners ar 4 wees e se eeeetesaesmeemnmanges ce seeeeeeeetgetensnee Weesageatetimemeeneceas comnysneeenstenmumpnsege © mipee SE tetas a me eeesnnem = .', '. : m a> @ 2 3 | gS. om c | nse nt a i po oh opo< = mE: PD x 0 nn 7ZOUO}Yr ©: —', '. : m a> @ 2 3 | gS. om c | nse nt a i po oh opo< = mE: PD x 0 nn 7ZOUO}Yr ©: —', '. : m a> @ 2 3 | gS. om c | nse nt a i po oh opo< = mE: PD x 0 nn 7ZOUO}Yr ©: —', '. : m a> @ 2 3 | gS. om c | nse nt a i po oh opo< = mE: PD x 0 nn 7ZOUO}Yr ©: —', 'Sams =, o | TO a ! = i O aa sees 2 Bpeneees Es - ‘', 'ase z 23 a mei: : Sa | os FSeshenk 3 FS8a 5: > oO [LS | 1', 'ase z 23 a mei: : Sa | os FSeshenk 3 FS8a 5: > oO [LS | 1', 'mo Bi: | Se i a oo | ei * {I= 3 POR> | i |', '| gf —- 32. ~p 5 23 3] Fengeg co *F ay | pee aT SOO og | |', '; Os . a 8 mM: f Of 32 Oa DM § =f22Zy ~7""foS | |', ' @o & 5S  €R 5 . = S | Fo wee © mr £2 Oo | BBE 7Seb 77> O 2', '_ sm 8 9 Bg oe e g | Oo 8 o 54 8 3 | §28202225 0 | |', ': oh a 2B of , “ gs i 2 | oS p BOa>sosl 2x. 2', 'pe FS JS: |) ig ft = ee 8 & | Bea>peo B2o |', '4 0OU Ph BD Bp f 0 i 6) f = _o 0 — fegesss : :', 'p> . a fo} : 3 | A en i : 6, °A SR Qa:', 'p> . a fo} : 3 | A en i : 6, °A SR Qa:', 'i it © fo 2 re rf 2', 'eo 2 n= | _ 1 PO; , |= 2', 'eo 2 n= | _ 1 PO; , |= 2', '> tio nN SB —_ 2 8) bor 2: 82a:', 'gp => oo) 70} 2 fF SE GC 2s: 8 Bl a: se:', 'gp => oo) 70} 2 fF SE GC 2s: 8 Bl a: se:', 'gp => oo) 70} 2 fF SE GC 2s: 8 Bl a: se:', 'gp => oo) 70} 2 fF SE GC 2s: 8 Bl a: se:', 'et ‘< wh & ”* : i : i i £2: = : : ae:', ': i tA cc Sect. [oo to oo: . Pd. i > § i a o i 5 ao oO:', '; AN Dawe ee bd i 4"" © 6 Oo ; 2 So |']"
89,"['(Formerly known as Uday Computer Aided Mfg. Pvt. Ltd.) 16 E 29.03.2018', 'Ph:080-23450162 Fax:080-23451097', 'Tirupati -Andrapradesh- India - 517520 State:Andra Pradesh 5 NSS', 'pow 38.00 oo] 00] 24. 537.204']"
90,[]
91,"['| one er "" raft ~ ‘ 5 os P 4 ap. & I> Eiiainanca ea E 4 ICI Lig] - o ——_——_——— - de', '| one er "" raft ~ ‘ 5 os P 4 ap. & I> Eiiainanca ea E 4 ICI Lig] - o ——_——_——— - de', '| one er "" raft ~ ‘ 5 os P 4 ap. & I> Eiiainanca ea E 4 ICI Lig] - o ——_——_——— - de', '= =f add TERN v Ay CY ic eu ore Cae ee * Cut off Time beac eL "" bof. ‘482 . myers “', '‘i y M ; 2 ay me fe rn Lee. ne ee Sik charg perisasic 200 |00| 5', '‘i y M ; 2 ay me fe rn Lee. ne ee Sik charg perisasic 200 |00| 5', '“ deliver ab Mor Foc es! Praporsivdb er baat fA NE feerrected pet iceasata ——~ 1~| roo 4 he |', '2 dem Tee Pe 1@COO} > [IO fin gee Ho eeicaatia —— 200 FOS) | 5)', '2 dem Tee Pe 1@COO} > [IO fin gee Ho eeicaatia —— 200 FOS) | 5)', '= ject yacier our 5 os core Penca sts ‘docketwas |S aauay a: - _|Sub Total _>\\’ Pret oe', '= mr Atenas el i - - 33) 229nyxd 13 Eff. Dt. : 01.07.2017"" ruben _ TCI Express Limited :']"
92,[]
93,"['Delhi-110 095 Ph.: 011-22124356, 8527291062 Ke AYN', 'DATE: ...c4 1. Oe se ereeeoe ee * 433', 'DATE: ...c4 1. Oe se ereeeoe ee * 433']"
94,[]
95,"['State Code 37 State Code 37', '1; | 150-002-00209-SBX 350A 600V 50sq.mm 85369090 2.00 | Nos 1161.500 2323.00] 0.00} 5 2323.00 14 325.00] 14 325.00} 0 0.00 2973.00)', '1; | 150-002-00209-SBX 350A 600V 50sq.mm 85369090 2.00 | Nos 1161.500 2323.00] 0.00} 5 2323.00 14 325.00] 14 325.00} 0 0.00 2973.00)', '2 |150-002-00210-TAKE OFF CABLE 85444299 2.00 | Nos 379.000] . 758.00 0,00} = = 788.00} 141  ~—- 106.00] 14 106.00} 0 0.00 970.00', '2 |150-002-00210-TAKE OFF CABLE 85444299 2.00 | Nos 379.000] . 758.00 0,00} = = 788.00} 141  ~—- 106.00] 14 106.00} 0 0.00 970.00', '3 |150-002-00211-TAKE OFF CABLE 85444299 38.00 | Nos 497.000} — 18886.00 4 0,00  18886.00)14} 2644.00] 14 2644.00] 0 0.00}  24174.00', '3 |150-002-00211-TAKE OFF CABLE 85444299 38.00 | Nos 497.000} — 18886.00 4 0,00  18886.00)14} 2644.00] 14 2644.00] 0 0.00}  24174.00', '4 |150-002-00212-TAKE OFF CABLE 85444299 8.00 | Nos 899.420) °°"" 7495.26!"" 0.00; 7195.36] 14 1007.00] 14 1007.00] .0 0.00 9209.36', '4 |150-002-00212-TAKE OFF CABLE 85444299 8.00 | Nos 899.420) °°"" 7495.26!"" 0.00; 7195.36] 14 1007.00] 14 1007.00] .0 0.00 9209.36', '4 |150-002-00212-TAKE OFF CABLE 85444299 8.00 | Nos 899.420) °°"" 7495.26!"" 0.00; 7195.36] 14 1007.00] 14 1007.00] .0 0.00 9209.36', '5 |150-002-00213-TAKE OFF CABLE 85444299 3.00 | Nose|». — 689.000 2067.00} 0.00 “ 2067.00] 14 289.00} 14 289.00} 0 0.00 2645.00', '5 |150-002-00213-TAKE OFF CABLE 85444299 3.00 | Nose|». — 689.000 2067.00} 0.00 “ 2067.00] 14 289.00} 14 289.00} 0 0.00 2645.00', 'Narration : ro es antl ox ae Total Taxable Amount | 30', 'Total Invoice Value (In Word) : RS. THIRTY NINE THOUSAND NINE HUNDRED SEVENTY ONE AND PAISE THIRTY']"
96,"['37AABCE7093F 12J P.O. No 1600002700', 'State Code 37 State Code 37', '4 |AB3PZS34501-2V/345AH Battery-3PZS345 85072000 - 12.00 | Nos 4769.000, 57228.00 0.00). | 57228.00 14), 8012.00) 14 8012.00} 0 0.00 73252.00}.', '4 |AB3PZS34501-2V/345AH Battery-3PZS345 85072000 - 12.00 | Nos 4769.000, 57228.00 0.00). | 57228.00 14), 8012.00) 14 8012.00} 0 0.00 73252.00}.', '4 |AB3PZS34501-2V/345AH Battery-3PZS345 85072000 - 12.00 | Nos 4769.000, 57228.00 0.00). | 57228.00 14), 8012.00) 14 8012.00} 0 0.00 73252.00}.', '4 |AB3PZS34501-2V/345AH Battery-3PZS345 85072000 - 12.00 | Nos 4769.000, 57228.00 0.00). | 57228.00 14), 8012.00) 14 8012.00} 0 0.00 73252.00}.', '2 |AB4PZS46001-2V/460AH Battery-4PzS460 185072000 | 280.00 | Nos 5870.000| 164360000} 0.00 oo 643600.00 14 _ 230104.00] 14) 230104.00} 0 0.00] 2103808.00|', '2 |AB4PZS46001-2V/460AH Battery-4PzS460 185072000 | 280.00 | Nos 5870.000| 164360000} 0.00 oo 643600.00 14 _ 230104.00] 14) 230104.00} 0 0.00] 2103808.00|', '2 |AB4PZS46001-2V/460AH Battery-4PzS460 185072000 | 280.00 | Nos 5870.000| 164360000} 0.00 oo 643600.00 14 _ 230104.00] 14) 230104.00} 0 0.00] 2103808.00|', '3 |AB5SPZS57501-2V/575AH Battery-5PzS575 | 85072000 6.00 | Nos 7080.000|  42480.00] 0,00] + 42480.00] 14  5947.00|14| 5947.00} 0 0.00] © 54374.00', '3 |AB5SPZS57501-2V/575AH Battery-5PzS575 | 85072000 6.00 | Nos 7080.000|  42480.00] 0,00] + 42480.00] 14  5947.00|14| 5947.00} 0 0.00] © 54374.00', '3 |AB5SPZS57501-2V/575AH Battery-5PzS575 | 85072000 6.00 | Nos 7080.000|  42480.00] 0,00] + 42480.00] 14  5947.00|14| 5947.00} 0 0.00] © 54374.00', '4 |AB7PZS56001-2V/S60AH Battery-7PzS560 185072000 | 48.00 | Nos 7166.000] 343968.00] 0,00]  343968.00] 14] 48156.00} 14)  48156.00] 0 0.00] 440280.00', '4 |AB7PZS56001-2V/S60AH Battery-7PzS560 185072000 | 48.00 | Nos 7166.000] 343968.00] 0,00]  343968.00] 14] 48156.00} 14)  48156.00] 0 0.00] 440280.00', 'Narration: No Of Boxes - 10. : sid pd a Total Taxable Amount 087276.00']"
