docNo,items
137,"['ea ee | ~ \\\n --- PERSON', 'ff --- ORG', 'one --- CARDINAL', '9 --- CARDINAL', 'Lorry Receipt --- PRODUCT', 'Lorry Receipt --- PRODUCT', '2 --- CARDINAL', 'the Transport Operator --- ORG', 'the IBA Scheme --- LAW', 'Bank --- ORG', 'Member-Banks --- ORG', 'Bank --- ORG', 'Transport --- ORG', '° --- CARDINAL', 'the |\nOperator --- ORG', 'Bank --- ORG', 'Bank --- ORG', 'Bank --- ORG', 'consignor --- ORG', 'the Transport Operator --- ORG', 'the Transport 49 --- PRODUCT', 'this Lorry\n3 --- ORG', 'The Transport Operator --- ORG', 'Receipt --- PRODUCT', 'Transport --- ORG', 'the Consignee Bank --- ORG', 'the Consignee Bank --- ORG', 'oT AK --- PERSON', 'Bank --- ORG', 'os ARS VT ss --- ORG', '11 --- CARDINAL', 'wey\n --- ORG', 'GaweiALewt 517 --- ORG', 'AVE\n12 --- ORG', '4 --- CARDINAL', 'shail --- PERSON', 'Lorry --- PRODUCT', 'nat ek ak --- ORG', 'eckacce --- PERSON', '5 --- CARDINAL', 'ae hal exceedthe v ae --- ORG', 'the SCHEDULE OF DETENTION --- ORG', 'Bank --- ORG', '15 days --- DATE', 'today --- DATE', 'Rs --- ORG', ""the Transport Operator's --- ORG"", 'the day --- DATE', 'Truck @ Rs --- ORG', 'cout 416\n --- ORG', 'j\n --- ORG', 'terrae --- PERSON', 'thi ve --- PERSON', 'Ud ge il --- PERSON', 'Vicidortal --- PERSON', 'this Lorry Receipt --- TIME', 'The Transport Operator |- Es : --- ORG', ""Carrier's Risk --- PRODUCT"", 'Rs --- ORG', 'every hundred rupees --- MONEY', '¢ --- CARDINAL', '48 hours --- TIME', 'Declaration By Consignor\n --- WORK_OF_ART', 'the Transport Operator --- ORG', 'Consignment\n --- ORG', '30 days --- DATE', 'Lorry Receipt --- PRODUCT', 'the Consignee Bank --- ORG', '15 days --- DATE', '6 --- CARDINAL', '7 --- CARDINAL', 'the Bank or Possession --- ORG', 'Bank --- ORG', 'the Transport Operator --- ORG', 'Signatiire --- PERSON', 'Consignora, --- ORG', '4 --- CARDINAL']"
138,"['ian naii«s --- PERSON', 'el Bi ec --- EVENT', 'eo eer 1 --- ORG', 'AVG Transport --- ORG', '7 --- CARDINAL', 'Transhi --- ORG', 'Noot | contrat Market --- EVENT', 'Tanah --- GPE', 'Remarks\n --- PERSON', '¢ --- CARDINAL', '4 2 --- CARDINAL', '5 --- CARDINAL', '1 --- CARDINAL', '95,000 --- CARDINAL', '2456 Kms --- QUANTITY', '21 --- CARDINAL', 'paeer eect --- PERSON', '16 --- CARDINAL', 'ff HO Khalapur / Roha / Mahad / Pune --- ORG', '53,000 --- CARDINAL', '1259 Kms --- QUANTITY', '5 --- CARDINAL', '16 --- CARDINAL', 'MPOSHE3292 1f --- ORG', '1,612 --- MONEY', '1481 --- CARDINAL', 'ct ae\n --- ORG', '130a --- PRODUCT', '1 --- CARDINAL', 'HO Ujjain --- GPE', '3 --- CARDINAL', '16 --- CARDINAL', 'MPOSHHO30S --- ORG', 'po - | 49,000 --- PRODUCT', 'ei --- ORG', '48.000 --- CARDINAL', '106 --- CARDINAL', 'K)\n --- ORG', '4 --- CARDINAL', 'Near --- ORG', '7 --- CARDINAL', '7 44.220 --- MONEY', '6 13-0c| --- DATE', '16 --- CARDINAL', 'LA HO --- PERSON', '5s --- CARDINAL', '5 --- CARDINAL', 'SS --- ORG', '130 --- CARDINAL', '16 --- CARDINAL', 'APOSTESISS --- ORG', '2 --- CARDINAL', '56.000 --- CARDINAL', '58.000 --- CARDINAL', 'As Per Marker Rate --- WORK_OF_ART', '1531 Kms --- QUANTITY', 'Tn --- GPE', '45,000 --- CARDINAL', '843 Kms --- QUANTITY', '21 --- CARDINAL', 'APO4T2288 1f HO --- PERSON', '45,000 --- CARDINAL', '9 13-Oct | --- DATE', '16 --- CARDINAL', 'Mhurati Mod | el --- PRODUCT', 'Ps + 2 --- FAC', '1535 Kms --- QUANTITY', '10 130ct) --- DATE', '16 --- CARDINAL', '44,220 --- CARDINAL', '0% --- PERCENT', '48,200 --- CARDINAL', 'Bhopal --- GPE', 'Abadi --- PERSON', 'Basi Ge --- PERSON', '130ct --- PERSON', '1 --- CARDINAL', '¢ --- CARDINAL', '12 130ct 16 --- DATE', 'St HO Thiet j --- ORG', '60,000 --- CARDINAL', '60,000 --- CARDINAL', '1711 Kms --- QUANTITY', '13 --- CARDINAL', '2000 --- DATE', '16 --- CARDINAL', 'apaervssza --- NORP', '1 --- CARDINAL', '21,000 --- CARDINAL', '24,000 --- CARDINAL', 'Martet Rane --- PERSON', '477 --- CARDINAL', 'Dona --- PERSON', 'Cochin --- GPE', 'Allappey --- GPE', '14 --- CARDINAL', '16 --- CARDINAL', '| 22 --- DATE', 'aed il - : --- PERSON', '2.000 --- CARDINAL', '36.239 --- CARDINAL', 'Caos --- ORG', 'Poi\n\n --- PERSON', '16 --- CARDINAL', '2 --- CARDINAL', 'HO Wadi / Koregaon --- GPE', '40,000 --- CARDINAL', '4 --- CARDINAL', '40,000 --- CARDINAL', '1118 Kms --- QUANTITY', '16 --- CARDINAL', '1400 36 --- DATE', '2 --- CARDINAL', 'Uravakonds --- PERSON', 'js fe fe --- ORG', 'Mane e505 --- PERSON', '36 --- CARDINAL', '1 --- CARDINAL', '1311 --- CARDINAL', '18 --- CARDINAL', '817 --- CARDINAL', '40,000 --- CARDINAL', '40,000 --- CARDINAL', 'SIUINILES --- ORG', 'Snusawa --- ORG', '4 --- CARDINAL', '4 105,000 --- CARDINAL', '2238Kms --- CARDINAL', '19 --- CARDINAL', '02-Oct-21 --- CARDINAL', 'ARGC --- ORG', '7 105,000 --- CARDINAL', '27Sep --- CARDINAL', '2 | teneenees --- DATE', '87 --- CARDINAL', '96,814 --- CARDINAL', 'Jaipur --- GPE', 'Kms-424 --- CARDINAL', '1 --- CARDINAL', 'AHO Sriganganaga --- PERSON', 'BTA --- WORK_OF_ART', 'Sriganganagar --- ORG', '27 --- CARDINAL', '1 --- CARDINAL', '22 17-06 --- DATE', '3% --- PERCENT', '3,000 --- MONEY', '7 --- CARDINAL', 'Ae Te --- PERSON', '2317-00 --- DATE', '36 --- CARDINAL', '3/1 --- CARDINAL', 'eno ner ae --- PERSON', '212s --- PRODUCT', 'Udaipur --- GPE', 'Banswara --- GPE', '2 --- CARDINAL', '98.000 --- CARDINAL', '7 --- CARDINAL', '4 --- CARDINAL', '24,000% --- PERCENT', '603 kms --- QUANTITY', '2 2 --- CARDINAL', '| | | --- WORK_OF_ART', '4 --- CARDINAL', 'wah\nExecutive - Logistics 8 --- ORG', 'HOD - Logistics --- ORG']"
139,"['Renig --- ORG', 'unta@avgiogistics.com --- EMAIL', 'Sekhar Babu --- PERSON', 'tsb@amararaja.co.in --- EMAIL', 'Friday, November 16, 2018 --- DATE', '5:50 PM --- TIME', 'Rajeshkumar --- WORK_OF_ART', 'renigunta@avglogistics.com --- EMAIL', 'Amara Raja Trucks --- PERSON', 'Venkatamuni Reddy B --- PERSON', 'Chandra Bhaskar K --- PERSON', 'Chandra Babu R --- PERSON', 'tomorrow --- DATE', 'Rajesh --- PERSON', 'one --- CARDINAL', '16 mt --- QUANTITY', 'ARGC-Chittoor --- ORG', 'Veerullapadu Mandal --- ORG', '135 --- CARDINAL', '137 --- CARDINAL', '139 --- CARDINAL', 'Pradesh --- GPE', 'India --- GPE', 'Chandra Sekhar Raju --- PERSON', '65369 --- DATE']"
140,"['CGST --- ORG', 'Act 2017 --- LAW', 'Transporter\nTRIPLICATE --- ORG', 'AMARA RAJA --- PERSON', 'Invoice No : 18APOO0OSO9CIN --- INVOICE', 'Invoice Date : 30-Nov-18 --- INVOICEDATE', 'Order No : 2200011162 --- PO', 'Sale Order Date --- EVENT', '20-Mar-17 --- CARDINAL', '37AAHCA1764F1ZR --- CARDINAL', 'AAHCA1764F --- CARDINAL', '0877 --- CARDINAL', 'Fax No:0877-2285600 --- PRODUCT', 'amararaja@amararaja.co.in --- EMAIL', 'Consignee --- PERSON', 'AP --- ORG', 'AP --- ORG', '37AABCA9264E1ZO --- CARDINAL', '37AABCA9264E1ZO --- CARDINAL', 'AABCAS264E --- ORG', '37 --- CARDINAL', '37 --- CARDINAL', 'State Name & Code --- ORG', '4 --- CARDINAL', 'Control --- ORG', 'Weighment Room --- FAC', 'HO\nCHITTOOR - 517420 --- FAC', 'AP --- ORG', '37AABCA9264E1ZO --- CARDINAL', 'AABCA9264E --- CARDINAL', '37 --- CARDINAL', 'HSN --- ORG', 'ESE --- ORG', 'Oe (incl --- ORG', '170,913 --- CARDINAL', 'CONTROL\n1 --- ORG', '1 1,899,032 --- CARDINAL', '2,240,858 --- CARDINAL', 'HO\na. ml --- ORG', 'OS\n --- ORG', 'AMARA RAJA --- PERSON', '30631712452 --- CARDINAL', '4 --- CARDINAL', 'Bank Name : STATE --- BANKNAME', 'Branch : SME --- BRANCH', 'TIRUPATI\n --- ORG', 'IFSC CODE : SBINO016292 --- IFSC']"
141,"['PO Client --- ORG', 'ARBL --- ORG', 'asian --- NORP', 'WEIGHMENT ROOM IN PARKING LOT --- ORG', 'mm --- PERSON', '1.00 --- CARDINAL', '40742.00 40,742 4.000 --- MONEY', '5 Knl --- QUANTITY', '2 --- CARDINAL', '4 --- CARDINAL', '3 --- CARDINAL', 'Dorma --- ORG', '3 --- CARDINAL', '1 --- CARDINAL', '3525 --- CARDINAL', '5pin --- CARDINAL', 'SNP --- ORG', 'ps ea\n --- ORG', '1 --- CARDINAL', 'TGDI --- ORG', '22dia --- CARDINAL', 'SSS 304 --- ORG', 'eto alla --- PERSON', 'No\n --- ORG', 'Lae oe ens ee --- PERSON', '175 Kg --- QUANTITY', '63400 --- CARDINAL', 'AC25 --- ORG', 'Architectural --- ORG', '1868 --- DATE', '14 mm x 62mm --- QUANTITY', 'Hilti --- ORG', '6175.00 --- MONEY', '100 x 40 mm --- QUANTITY', 'less than 2.0mm --- QUANTITY', '175 --- CARDINAL', '14 mm x 62mm --- QUANTITY', 'SS --- ORG', 'Hilti --- ORG', 'yn al \\\n --- PERSON', 'tommareui --- PERSON', '7 --- CARDINAL', 'Kiran Kumar K J --- PERSON', '15.06.2017 --- CARDINAL']"
142,"['one --- CARDINAL', 'WEIGHMENT ROOM IN PARKING LOT --- FAC', '63400 --- DATE', 'AC25 --- ORG', 'Architectural --- ORG', '1868 --- DATE', 'Uk --- GPE', 'tiie\n --- PERSON', 'Weightment --- GPE', '8.00 --- CARDINAL', 'Ss 49,400| --- PRODUCT', '9.01 --- CARDINAL', 'two --- CARDINAL', 'Acrylic --- ORG', '58.00 --- CARDINAL', 'Sqm --- ORG', '217.00 --- CARDINAL', '98.640 --- CARDINAL', 'facturer --- PERSON', 'necificatioan\n --- PERSON', '9.02 --- CARDINAL', 'two --- CARDINAL', 'Exterior Emulsion Paint --- ORG', '1 --- CARDINAL', 'Guface St. --- GPE', '408.00 --- CARDINAL', 'Gam --- WORK_OF_ART', '197.00 --- CARDINAL', 'three --- CARDINAL', 'Sqm 35.00 --- PRODUCT', '1,855 --- CARDINAL', 'two --- CARDINAL', '169.00 --- CARDINAL', '1,014 --- CARDINAL', 'OCONEE --- GPE', '10.01 --- CARDINAL', '57.00 --- CARDINAL', 'Sam | 1165.00 --- TIME', '66,405 --- CARDINAL', 'ef\n --- ORG', 'mixied --- PERSON', 'cemical\n --- ORG', '27 kgs --- QUANTITY', '2 --- CARDINAL', '20mm --- QUANTITY', '150 ml /S0kg --- QUANTITY', 'Cemen --- PERSON', '¥ --- CARDINAL', 'L\n\\ --- PERSON', 'DY --- ORG', 'Kiran Kumar K J --- PERSON', '15.06.2017 --- CARDINAL']"
143,"['30.11.2018 --- CARDINAL', 'WEIGHMENT ROOM IN PARKING LOT --- FAC', 'vatta --- ORG', '=\n4 --- ORG', '2.3 days --- DATE', ""1'x 1' --- MONEY"", 'ates ks te --- PERSON', 'pattente stone --- PERSON', 'fmens --- PERSON', '450 --- CARDINAL', '4mm --- QUANTITY', '2mm --- QUANTITY', 'Basant Betons --- ORG', '2 --- CARDINAL', '11.00 --- CARDINAL', 'Pusha --- ORG', 'Hes --- PRODUCT', '19 --- CARDINAL', 'mm --- PERSON', 'Bwr\n --- GPE', '1mm --- QUANTITY', '1200x600x750mm --- QUANTITY', 'Supply Linear Modular --- ORG', '25mm --- QUANTITY', 'two --- CARDINAL', 'ht\n --- ORG', 'cpu trolley --- ORG', '600mm --- QUANTITY', '8mm --- QUANTITY', '39,550 --- CARDINAL', '2.000 --- CARDINAL', '39,550.00 --- CARDINAL', '19mm --- QUANTITY', 'BWR --- ORG', '19mm --- QUANTITY', 'BWR --- ORG', '1mm --- QUANTITY', 'es\nFile Storage Racks - 4000 --- ORG', '550 --- CARDINAL', '900 mm --- QUANTITY', 'alae ame atl --- LOC', 'Henan --- GPE', 'Se peas --- ORG', 'Mag --- DATE', 'Armre --- PERSON', 'Aalyyve --- PERSON', 'DG Oo Nand Weatne --- PERSON', '11,216 --- CARDINAL', '2.000 --- CARDINAL', '11,216.00 --- CARDINAL', 'AOR --- ORG', 'nes tein meMayea lnc --- ORG', 'XM --- ORG', 'DY --- ORG', 'Kiran Kumar K J --- PERSON', 'DY Engi\nARI-DPE --- ORG', '15.06.2017 --- CARDINAL', 'Balaji --- PERSON']"
144,"['WEIGHMENT ROOM IN PARKING LOT --- FAC', '0.800 --- CARDINAL', '41.600 --- CARDINAL', 'Two --- CARDINAL', 'Walls\n4 --- ORG', 'RR Masonry --- ORG', '2 --- CARDINAL', '260.000 --- CARDINAL', 'Kiran Kumar K J --- PERSON', '15.06.2017 --- CARDINAL']"
145,"['26 --- CARDINAL', 'Karkambadi --- GPE', 'HO\n\nPO NO & PO Date --- FAC', '2200011162 --- CARDINAL', 'ARBL --- ORG', '10 --- CARDINAL', '1 --- CARDINAL', '2,172,500 --- CARDINAL', 'loadcell --- ORG', 'Junction box --- PRODUCT', '2__[MIPAYLOAD --- CARDINAL', 'SU yee eds --- PERSON', 'Site for Stamping --- ORG', 'ARGC --- ORG', 'Milind Halyal --- PERSON', 'SN\n --- ORG', 'ARI-DPE --- PERSON', 'Rev no-0,DOI-20.02.16 --- PERSON']"
146,"['A203 PO --- PERSON', '2200011162 --- CARDINAL', 'AMARA RAJA --- PERSON', 'PVT --- ORG', 'PO Date --- LAW', 'Renigunta - Cuddapah Road Amnd --- ORG', 'Karakambadi Amnd Date --- PERSON', 'Tirupati --- ORG', 'Andhra --- GPE', 'Pradesh --- GPE', 'India --- GPE', 'NO\nCurrency --- ORG', 'INR\n --- ORG', 'Kiran Kumar Buyer --- PERSON', 'G Vijitha\nTel --- ORG', '0877 --- CARDINAL', '37AAHCA1764F1ZR --- CARDINAL', 'Email : gvj@amararaja.co.in --- EMAIL', 'Invoice To: --- INVOICE', 'Raja Batteries Ltd\nREGISTERED OFFICE & WORKS REGISTERED OFFICE & --- ORG', 'Karakambadi Karakambadi\n- 17521 - $ --- ORG', '17521 --- MONEY', 'Andhra --- GPE', 'Pradesh --- GPE', 'India --- GPE', 'Pradesh --- GPE', 'India\n --- ORG', 'GST --- ORG', 'Basie Value _ --- ORG', '1 --- CARDINAL', 'CONTROL AU --- ORG', '1.000 1.000 --- CARDINAL', 'WEIGHMENT ROOM --- FAC', '995413 --- CARDINAL', 'NC AU --- ORG', 'Central GST- --- ORG', 'ND@9.00 --- EMAIL', 'State --- ORG', 'ND@9.00 --- EMAIL', 'Central GST --- ORG', 'ND@9.00 --- EMAIL', 'State --- ORG', 'ND@9.00 --- EMAIL', 'A/C Total PO Value 98,12,264.04 --- ACCOUNTNO', '15% --- PERCENT', 'monthly --- DATE', 'Amara Raja Batteries --- ORG', 'Fax/Letter\n --- ORG', 'PVT --- ORG', 'LTD --- ORG', '517520 --- DATE', 'Andhra --- GPE', 'Pradesh India\n --- ORG']"
147,"['Purchase Order No: 2200011162 --- PO', 'Control < --- ORG', 'Monday to Saturday --- DATE', '8.00 AM to 5.00 PM --- TIME', '4 --- CARDINAL', 'State bank Of Hyderabad --- ORG', 'PMR --- ORG', 'Opp to Corporation --- ORG', '17507 --- CARDINAL', 'Ph-0877-220153 --- PERSON', 'seven days --- DATE', 'more than 50% --- PERCENT', '10 --- CARDINAL', 'Cenvat/Service --- ORG', 'Invoice --- ORG', 'one day --- DATE', '13 --- CARDINAL', 'Invoice number should --- INVOICE', '14 --- CARDINAL', '15 --- CARDINAL', 'Central\nMotor Vehicle Rules --- ORG', '1989 --- DATE', 'Rule 129 --- LAW', '137 --- CARDINAL', '16 --- CARDINAL', 'Gas\nCylinder Rules --- LAW', '2004 --- DATE', 'chapter II --- LAW', 'Rule 3 to 28 --- LAW', 'Central Motor Vehicle Rules --- ORG', '189 --- CARDINAL', '18 --- CARDINAL', 'Amara Raja --- PERSON', '19 --- CARDINAL', 'Interstate --- ORG', 'Amara Raja --- PERSON', 'CTO\n --- ORG', 'Amara Raja --- PERSON', 'AMARA RAJA --- PERSON', 'PVT --- ORG', 'LTD --- ORG', 'AMARA RAJA BATTERIES --- PERSON', 'Tirupati Jurisdiction --- ORG']"
148,"['1500SAL001\n --- ORG', 'AAHCA1764FSTO\nRENIGUNTA-CUDDAPAH ROAD --- ORG', 'KARAKAMBADI --- ORG', 'Organization Unit --- ORG', 'India --- GPE', 'PSWO/000463/18-19 --- ORG', '30/11/2018 --- INVOICEDATE', 'Amara Raja Batteries --- PERSON', '1500SAL001\n --- ORG', 'IPKKARB170140C\nBal --- ORG', 'Value\n --- ORG', '1899032.0 --- PRODUCT', '1899032.00 --- CARDINAL', '7.00 --- CARDINAL', '1899032.00 --- CARDINAL', '1899032.00 --- CARDINAL', 'Amara Raja Infra Private Limited\n --- ORG', '1500SAL001\n --- ORG', '12/1/2018 --- INVOICEDATE', '1 --- CARDINAL']"
149,"['F.1.V. --- ORG', 'M.I.E., --- ORG', '504/4 --- MONEY', 'State Bank of India --- ORG', 'Tirupati --- ORG', 'Central Bank of India --- ORG', 'trkrao.er@gmail.com --- EMAIL', '49 --- DATE', 'TIRUPATHI\n --- LAW', 'M/S --- ORG', 'Amara Raja\n --- ORG', 'Karakambadi --- ORG', '18,99,032/- --- DATE', 'Eighteen Lakhs Ninety Nine Thousand and --- DATE', 'Two --- CARDINAL', 'B.E.,0.0.M.C --- CARDINAL', 'CE\n --- ORG', 'MmcT --- CARDINAL', 'TUDA --- ORG', '7 --- CARDINAL']"
150,"['AMARA RAJA --- PERSON', 'Amara Raja Batteries Ltd\n --- ORG', 'Ra Bill 04 --- PERSON', '2200011162 --- CARDINAL', '20.03.2018 --- CARDINAL', 'Rs --- ORG', 'Amara Raja --- PERSON', 'C. Narasimhulu Naidu --- PERSON', 'RA Bill 04 --- LAW', 'AITWE --- ORG', 'Amara Raja Group Company --- ORG', 'Tirupati --- GPE', 'Andhra --- GPE', 'Pradesh --- GPE', 'India --- GPE', '877 2265000 --- CARDINAL', '877 --- CARDINAL', 'E-mail: amararaja@amararaja.co.in --- EMAIL', 'PVT --- ORG', 'TENA --- ORG', 'AMR --- ORG', 'Nanakramguda --- ORG', 'Gachibowli --- GPE', 'India --- GPE', 'E-mail: mktg(@amararaja.co.in --- EMAIL']"
151,"['Bese\n --- ORG', 'AMARA RAJA --- PERSON', 'Onis\n --- ORG', 'WEIGHMENT ROOM IN PARKING LOT --- ORG', 'Bill\n --- PERSON', '1.0 --- DATE', '37,31 --- CARDINAL', '975 --- CARDINAL', 'Mechanical Works --- ORG', '27 --- CARDINAL', '40,550 --- CARDINAL', '7,91 --- CARDINAL', '426 --- CARDINAL', '9% --- PERCENT', '48,393 --- CARDINAL', '4,11,614 --- ORG', 'O62,0eF\n --- PERSON', '9% --- PERCENT', '5.82 527 --- CARDINAL', 'Rs --- NORP', '580 --- CARDINAL', '\\\n --- PERSON', 'DY --- ORG', 'Kiran Kumar J --- PERSON', 'aot sOgeS\n --- ORG', '15.06.2017 --- CARDINAL', 'Balaji T --- PERSON']"
152,"['# --- CARDINAL', '150mm --- QUANTITY', 'aA N --- ORG', 'Upto 1.50 Metre --- QUANTITY', '45,704 --- CARDINAL', '39,652.16 --- PRODUCT', 'ee ota Co ae Ss ea --- ORG', 'ta\n --- ORG', 'earth --- LOC', '150 mm --- QUANTITY', 'watering,| 45899 --- PERSON', '149.00 --- CARDINAL', '95% --- PERCENT', 'SaAl veel Seep --- ORG', '1.04 --- CARDINAL', 'PMC\n --- ORG', '150 mm --- QUANTITY', '242.00 --- CARDINAL', '358.00 --- CARDINAL', '75.520 --- CARDINAL', 'proctor density --- PERSON', 'earth --- LOC', 'depositina --- GPE', 'earth beina --- GPE', 'Ru\n --- ORG', '150 mm --- QUANTITY', 'Orafon omnactor ang --- PERSON', '40,860 --- CARDINAL', 'tae yl ea Gk --- PERSON', 'IMMNORORMNR --- ORG', 'ta ee al ana RARER --- PERSON', 'ICN --- ORG', 'eee eed\n --- PERSON', 'ercked --- PERSON', 'OM --- GPE', 'noeaceces ements emmmemmsintnemam --- PERSON', 'en emma cteme --- PERSON', '2 --- CARDINAL', 'DY --- ORG', 'repare\n --- PERSON', 'Kiran Kumar K J --- PERSON', 'ngineer --- PERSON', 'Rev --- PERSON', '15.06.2017 --- CARDINAL', 'Balaji --- PERSON']"
153,"['2.01 --- CARDINAL', 'a Chemical Barrier --- LAW', 'U.G. --- GPE', '6313 --- DATE', 'Biflex\nTe --- ORG', 'TC --- ORG', 'Termiticide Concentrate for Termite Control\n --- ORG', 'Bifenthrin --- NORP', '1 --- CARDINAL', '49 --- CARDINAL', '0.05% --- PERCENT', '30.00 --- CARDINAL', 'Sqm --- ORG', '2,340 --- CARDINAL', 'ealtsie\n --- PERSON', 'seo fpunanenroncescommcncmewone --- PERSON', '40 mm --- QUANTITY', '22.597 --- CARDINAL', '88,671.41 41.600 --- DATE', '64.197 --- CARDINAL', '6 --- CARDINAL', '25mm --- QUANTITY', 'Compaction --- PERSON', '13.00 --- CARDINAL', '4279.00 --- CARDINAL', '2.160 --- CARDINAL', '2.160 --- CARDINAL', '9,242.64 --- CARDINAL', 'preaing & --- ORG', 'Leia --- PERSON', 'Bee --- ORG', '20mm --- QUANTITY', '=\n --- ORG', '° --- CARDINAL', 'Pheckedby Bee sty ee eam Se --- PERSON', 'NAVA\nDY --- PERSON', 'repar\n --- PERSON', 'Kiran Kumar K J --- PERSON', 'ngifper\n --- PERSON', 'Rev --- PERSON', '15.06.2017 --- CARDINAL']"
154,"['iFooting --- ORG', '7344.00 --- CARDINAL', '418,608 --- CARDINAL', '45.862 --- CARDINAL', '45.862 --- CARDINAL', '|Tie beams &PlinthBeams --- ORG', '™ --- ORG', '88.00 --- CARDINAL', 'Danang --- GPE', '2888 --- CARDINAL', '2888 --- CARDINAL', '24,097.13 --- CARDINAL', 'FFL --- ORG', '17.870| --- CARDINAL', '8,886.69\n --- PRODUCT', 'FFL --- ORG', '50.00 --- CARDINAL', 'Coun FromFFLto+120mievel Cd ro --- WORK_OF_ART', 'FRL --- ORG', '10.00 --- CARDINAL', '57,703.03 --- CARDINAL', 'fcc --- ORG', '7,703.03 --- MONEY', '24.00 --- CARDINAL', '1,17.878.00 --- CARDINAL', '3.00 --- CARDINAL', 'Se Tare --- PERSON', 'AE --- ORG', 'Roofbemr --- ORG', '33.516 --- CARDINAL', '1.478 --- CARDINAL', 'IRENE OROEIIEN --- PERSON', 'RCC --- ORG', 'TMT --- PERSON', 'HYSD --- ORG', '1786 --- CARDINAL', '16 --- CARDINAL', '=\n --- ORG', 'fold --- CARDINAL', '18 --- CARDINAL', 'GI --- ORG', 'Pee\n --- ORG', '1200 --- CARDINAL', '=\n --- ORG', '26.00 --- CARDINAL', '57276.00 --- CARDINAL', '6,60 --- CARDINAL', '131.89 --- CARDINAL', '50mm dia M.S --- QUANTITY', '75 --- CARDINAL', '25mm --- QUANTITY', '950 mm --- QUANTITY', 'about 600 mm --- QUANTITY', '3 --- CARDINAL', '25 mm --- QUANTITY', 'JZ\n --- ORG', 'RY ems --- ORG', 'He KES GUNES Wu oUGGorIY --- PERSON', 'Oo eo --- PERSON', 'RM 4 --- ORG', 'DY --- ORG', 'Sire y\n --- ORG', 'Kiran Kumar K J --- PERSON', 'DY mriger --- PERSON', 'ARI-DPE-SFS-16A --- ORG', 'Rev --- PERSON', '15.06.2017 --- CARDINAL']"
155,"['30.11.2018 --- CARDINAL', 'WEIGHMENT ROOM IN PARKING LOT --- FAC', '200 mm --- QUANTITY', '5.5 --- CARDINAL', 'N/Sq mm --- FAC', '35.00 --- CARDINAL', '4079.00 --- CARDINAL', '8,712.74 --- DATE', '8,712.74 --- ORG', '1:5 --- CARDINAL', 'IC --- ORG', '5.02 --- CARDINAL', '200 mm --- QUANTITY', '5.5 --- CARDINAL', 'N/Sq mm --- FAC', '13.00 --- CARDINAL', '4570.00 59,410 11.748 53,688.36 --- PERCENT', '1:5 --- CARDINAL', 'Se --- NORP', '100 mm --- QUANTITY', '5.5 --- CARDINAL', 'N/Sq mm --- FAC', '18.00 --- CARDINAL', '5,615.01 --- CARDINAL', '5,615.01 --- CARDINAL', '1:5 --- CARDINAL', '5.04 --- CARDINAL', '150 mm --- QUANTITY', '5.5 --- CARDINAL', 'N/Sq mm --- FAC', 'Qro Cum - ~ --- GPE', '1:5 --- CARDINAL', 'Walls --- ORG', 'pao tet\n --- ORG', '1:6:12 --- CARDINAL', '1 --- CARDINAL', '280.800 --- CARDINAL', '280.800 --- CARDINAL', '12 --- CARDINAL', '20mm --- QUANTITY', 'Oo OUD --- PERSON', 'Ve\nRE Se --- ORG', 'ge --- ORG', 'GA PRT RT | SGT AE EE --- ORG', 'PURE SS STE AEA\n --- ORG', '1:4 --- CARDINAL', '15 mm --- QUANTITY', 'G.I. chicken --- ORG', '0.35 mm --- QUANTITY', '120 --- CARDINAL', 'gm --- ORG', '58.00 --- CARDINAL', '215.00 --- CARDINAL', '15,325.20 --- CARDINAL', '100 to 125mm --- QUANTITY', '20 mm --- QUANTITY', 'Fie --- GPE', 'CICO No.1 --- PRODUCT', '10 mm --- QUANTITY', 'C.M --- ORG', 'first --- ORDINAL', '106.00 --- CARDINAL', 'Sqm --- ORG', '31,906 124,880 --- DATE', 'DY --- ORG', 'fore \\\n --- PERSON', 'Kiran Kumar K J --- PERSON', '15.06.2017 --- CARDINAL']"
